episode,score,scoreMax,scoreAvg,memoryLength,epsilon,qAvg,avgLoss
  171, 2.0, 5.0, 1.5,27465,1.000,0.04,0.00
  172, 2.0, 5.0, 1.5,27649,1.000,0.04,0.00
  173, 3.0, 5.0, 1.7,27863,1.000,0.04,0.00
  174, 0.0, 5.0, 1.5,27960,1.000,0.04,0.00
  175, 1.0, 5.0, 1.4,28094,1.000,0.04,0.00
  176, 1.0, 5.0, 1.4,28236,1.000,0.04,0.00
  177, 1.0, 5.0, 1.4,28378,1.000,0.04,0.00
  178, 1.0, 5.0, 1.3,28523,1.000,0.04,0.00
  179, 1.0, 5.0, 1.3,28682,1.000,0.04,0.00
  180, 2.0, 5.0, 1.4,28878,1.000,0.04,0.00
  181, 2.0, 5.0, 1.4,29055,1.000,0.04,0.00
  182, 1.0, 5.0, 1.4,29191,1.000,0.04,0.00
  183, 0.0, 5.0, 1.2,29312,1.000,0.04,0.00
  184, 2.0, 5.0, 1.3,29485,1.000,0.04,0.00
  185, 1.0, 5.0, 1.3,29626,1.000,0.04,0.00
  186, 1.0, 5.0, 1.3,29776,1.000,0.04,0.00
  187, 4.0, 5.0, 1.5,30018,1.000,0.04,0.00
  188, 2.0, 5.0, 1.6,30201,1.000,0.04,0.00
  189, 1.0, 5.0, 1.5,30368,1.000,0.04,0.00
  190, 0.0, 5.0, 1.4,30473,1.000,0.04,0.00
  191, 0.0, 5.0, 1.2,30594,1.000,0.03,0.00
  192, 1.0, 5.0, 1.2,30724,1.000,0.04,0.00
  193, 1.0, 5.0, 1.2,30851,1.000,0.04,0.00
  194, 0.0, 5.0, 1.1,30943,1.000,0.04,0.00
  195, 0.0, 5.0, 1.0,31050,1.000,0.04,0.00
  196, 1.0, 5.0, 1.0,31211,1.000,0.04,0.00
  197, 1.0, 5.0, 1.0,31363,1.000,0.04,0.00
  198, 2.0, 5.0, 1.1,31560,1.000,0.04,0.00
  199, 0.0, 5.0, 1.0,31672,1.000,0.04,0.00
  200, 1.0, 5.0, 1.0,31823,1.000,0.04,0.00
  201, 0.0, 5.0, 0.9,31921,1.000,0.04,0.00
  202, 1.0, 5.0, 0.9,32060,1.000,0.04,0.00
  203, 1.0, 5.0, 0.9,32208,1.000,0.04,0.00
  204, 2.0, 5.0, 1.0,32416,1.000,0.04,0.00
  205, 1.0, 5.0, 1.0,32566,1.000,0.04,0.00
  206, 2.0, 5.0, 1.1,32763,1.000,0.04,0.00
  207, 3.0, 5.0, 1.3,32979,1.000,0.04,0.00
  208, 1.0, 5.0, 1.3,33138,1.000,0.04,0.00
  209, 2.0, 5.0, 1.3,33311,1.000,0.04,0.00
  210, 0.0, 5.0, 1.2,33413,1.000,0.04,0.00
  211, 2.0, 5.0, 1.3,33586,1.000,0.03,0.00
  212, 1.0, 5.0, 1.3,33720,1.000,0.04,0.00
  213, 2.0, 5.0, 1.3,33894,1.000,0.04,0.00
  214, 2.0, 5.0, 1.4,34061,1.000,0.04,0.00
  215, 1.0, 5.0, 1.4,34208,1.000,0.04,0.00
  216, 2.0, 5.0, 1.4,34416,1.000,0.04,0.00
  217, 3.0, 5.0, 1.6,34644,1.000,0.04,0.00
  218, 4.0, 5.0, 1.8,34914,1.000,0.03,0.00
  219, 1.0, 5.0, 1.7,35047,1.000,0.04,0.00
  220, 1.0, 5.0, 1.7,35186,1.000,0.04,0.00
  221, 1.0, 5.0, 1.6,35321,1.000,0.04,0.00
  222, 0.0, 5.0, 1.4,35434,1.000,0.04,0.00
  223, 2.0, 5.0, 1.5,35608,1.000,0.04,0.00
  224, 3.0, 5.0, 1.6,35844,1.000,0.04,0.00
  225, 0.0, 5.0, 1.5,35959,1.000,0.04,0.00
  226, 0.0, 5.0, 1.3,36071,1.000,0.04,0.00
  227, 0.0, 5.0, 1.2,36186,1.000,0.04,0.00
  228, 0.0, 5.0, 1.1,36298,1.000,0.04,0.00
  229, 3.0, 5.0, 1.3,36565,1.000,0.03,0.00
  230, 0.0, 5.0, 1.1,36683,1.000,0.04,0.00
  231, 1.0, 5.0, 1.1,36821,1.000,0.04,0.00
  232, 0.0, 5.0, 1.0,36921,1.000,0.04,0.00
  233, 2.0, 5.0, 1.1,37112,1.000,0.04,0.00
  234, 3.0, 5.0, 1.3,37330,1.000,0.04,0.00
  235, 2.0, 5.0, 1.4,37532,1.000,0.04,0.00
  236, 0.0, 5.0, 1.2,37647,1.000,0.03,0.00
  237, 1.0, 5.0, 1.2,37783,1.000,0.04,0.00
  238, 1.0, 5.0, 1.2,37939,1.000,0.04,0.00
  239, 3.0, 5.0, 1.4,38201,1.000,0.04,0.00
  240, 3.0, 5.0, 1.5,38441,1.000,0.04,0.00
  241, 0.0, 5.0, 1.4,38552,1.000,0.04,0.00
  242, 0.0, 5.0, 1.2,38656,1.000,0.04,0.00
  243, 2.0, 5.0, 1.3,38816,1.000,0.04,0.00
  244, 1.0, 5.0, 1.3,38969,1.000,0.04,0.00
  245, 2.0, 5.0, 1.4,39153,1.000,0.04,0.00
  246, 1.0, 5.0, 1.3,39320,1.000,0.04,0.00
  247, 2.0, 5.0, 1.4,39500,1.000,0.04,0.00
  248, 4.0, 5.0, 1.7,39784,1.000,0.03,0.00
  249, 0.0, 5.0, 1.5,39900,1.000,0.04,0.00
  250, 3.0, 5.0, 1.6,40164,1.000,0.03,0.00
  251, 0.0, 5.0, 1.5,40265,1.000,0.04,0.00
  252, 2.0, 5.0, 1.5,40462,1.000,0.04,0.00
  253, 0.0, 5.0, 1.4,40556,1.000,0.04,0.00
  254, 2.0, 5.0, 1.4,40724,1.000,0.04,0.00
  255, 2.0, 5.0, 1.5,40901,1.000,0.04,0.00
  256, 4.0, 5.0, 1.7,41169,1.000,0.04,0.00
  257, 2.0, 5.0, 1.8,41390,1.000,0.03,0.00
  258, 0.0, 5.0, 1.6,41508,1.000,0.04,0.00
  259, 1.0, 5.0, 1.5,41669,1.000,0.04,0.00
  260, 2.0, 5.0, 1.6,41859,1.000,0.04,0.00
  261, 0.0, 5.0, 1.4,41969,1.000,0.03,0.00
  262, 1.0, 5.0, 1.4,42114,1.000,0.04,0.00
  263, 1.0, 5.0, 1.3,42278,1.000,0.04,0.00
  264, 0.0, 5.0, 1.2,42401,1.000,0.04,0.00
  265, 0.0, 5.0, 1.1,42521,1.000,0.04,0.00
  266, 1.0, 5.0, 1.1,42679,1.000,0.04,0.00
  267, 1.0, 5.0, 1.1,42819,1.000,0.04,0.00
  268, 0.0, 5.0, 1.0,42942,1.000,0.04,0.00
  269, 1.0, 5.0, 1.0,43067,1.000,0.04,0.00
  270, 0.0, 5.0, 0.9,43176,1.000,0.04,0.00
  271, 0.0, 5.0, 0.8,43281,1.000,0.04,0.00
  272, 2.0, 5.0, 0.9,43451,1.000,0.04,0.00
  273, 0.0, 5.0, 0.8,43571,1.000,0.04,0.00
  274, 0.0, 5.0, 0.7,43684,1.000,0.03,0.00
  275, 3.0, 5.0, 1.0,43923,1.000,0.04,0.00
  276, 0.0, 5.0, 0.9,44034,1.000,0.04,0.00
  277, 0.0, 5.0, 0.8,44146,1.000,0.03,0.00
  278, 0.0, 5.0, 0.7,44250,1.000,0.04,0.00
  279, 0.0, 5.0, 0.6,44364,1.000,0.04,0.00
  280, 1.0, 5.0, 0.7,44522,1.000,0.03,0.00
  281, 1.0, 5.0, 0.7,44666,1.000,0.04,0.00
  282, 1.0, 5.0, 0.7,44821,1.000,0.04,0.00
  283, 4.0, 5.0, 1.1,45094,1.000,0.03,0.00
  284, 0.0, 5.0, 1.0,45191,1.000,0.03,0.00
  285, 2.0, 5.0, 1.1,45351,1.000,0.04,0.00
  286, 0.0, 5.0, 1.0,45453,1.000,0.04,0.00
  287, 1.0, 5.0, 1.0,45595,1.000,0.04,0.00
  288, 2.0, 5.0, 1.1,45794,1.000,0.04,0.00
  289, 2.0, 5.0, 1.2,45986,1.000,0.04,0.00
  290, 2.0, 5.0, 1.2,46145,1.000,0.04,0.00
  291, 0.0, 5.0, 1.1,46261,1.000,0.04,0.00
  292, 0.0, 5.0, 1.0,46378,1.000,0.04,0.00
  293, 1.0, 5.0, 1.0,46521,1.000,0.04,0.00
  294, 0.0, 5.0, 0.9,46634,1.000,0.03,0.00
  295, 1.0, 5.0, 0.9,46778,1.000,0.04,0.00
  296, 1.0, 5.0, 0.9,46919,1.000,0.04,0.00
  297, 0.0, 5.0, 0.8,47013,1.000,0.04,0.00
  298, 0.0, 5.0, 0.7,47129,1.000,0.04,0.00
  299, 3.0, 5.0, 1.0,47345,1.000,0.04,0.00
  300, 0.0, 5.0, 0.9,47437,1.000,0.04,0.00
  301, 2.0, 5.0, 1.0,47656,1.000,0.03,0.00
  302, 0.0, 5.0, 0.9,47768,1.000,0.04,0.00
  303, 2.0, 5.0, 1.0,47977,1.000,0.04,0.00
  304, 1.0, 5.0, 1.0,48121,1.000,0.04,0.00
  305, 1.0, 5.0, 1.0,48260,1.000,0.04,0.00
  306, 0.0, 5.0, 0.9,48377,1.000,0.04,0.00
  307, 0.0, 5.0, 0.8,48482,1.000,0.04,0.00
  308, 1.0, 5.0, 0.8,48626,1.000,0.04,0.00
  309, 0.0, 5.0, 0.7,48736,1.000,0.04,0.00
  310, 0.0, 5.0, 0.7,48853,1.000,0.04,0.00
  311, 0.0, 5.0, 0.6,48959,1.000,0.04,0.00
  312, 0.0, 5.0, 0.5,49068,1.000,0.04,0.00
  313, 0.0, 5.0, 0.5,49186,1.000,0.04,0.00
  314, 0.0, 5.0, 0.4,49285,1.000,0.04,0.00
  315, 0.0, 5.0, 0.4,49405,1.000,0.04,0.00
  316, 0.0, 5.0, 0.4,49521,1.000,0.04,0.00
  317, 0.0, 5.0, 0.3,49628,1.000,0.03,0.00
  318, 2.0, 5.0, 0.5,49843,1.000,0.04,0.00
  319, 3.0, 5.0, 0.7,50063,1.000,0.06,0.00
  320, 0.0, 5.0, 0.7,50170,1.000,0.13,0.00
  321, 0.0, 5.0, 0.6,50279,1.000,0.14,0.00
  322, 3.0, 5.0, 0.8,50519,0.999,0.14,0.00
  323, 4.0, 5.0, 1.2,50766,0.999,0.14,0.00
  324, 0.0, 5.0, 1.0,50881,0.999,0.13,0.00
  325, 0.0, 5.0, 0.9,50983,0.999,0.13,0.00
  326, 0.0, 5.0, 0.8,51100,0.999,0.14,0.00
  327, 1.0, 5.0, 0.9,51246,0.999,0.14,0.00
  328, 2.0, 5.0, 1.0,51454,0.999,0.13,0.00
  329, 0.0, 5.0, 0.9,51566,0.998,0.15,0.00
  330, 0.0, 5.0, 0.8,51666,0.998,0.14,0.00
  331, 0.0, 5.0, 0.7,51782,0.998,0.14,0.00
  332, 2.0, 5.0, 0.8,51979,0.998,0.14,0.00
  333, 1.0, 5.0, 0.9,52145,0.998,0.14,0.00
  334, 1.0, 5.0, 0.9,52305,0.998,0.14,0.00
  335, 1.0, 5.0, 0.9,52430,0.998,0.13,0.00
  336, 2.0, 5.0, 1.0,52610,0.997,0.13,0.00
  337, 0.0, 5.0, 0.9,52718,0.997,0.14,0.00
  338, 1.0, 5.0, 0.9,52862,0.997,0.13,0.00
  339, 0.0, 5.0, 0.8,52956,0.997,0.13,0.00
  340, 3.0, 5.0, 1.0,53147,0.997,0.14,0.00
  341, 1.0, 5.0, 1.0,53314,0.997,0.14,0.00
  342, 0.0, 5.0, 0.9,53436,0.997,0.13,0.00
  343, 1.0, 5.0, 0.9,53597,0.996,0.14,0.00
  344, 1.0, 5.0, 0.9,53758,0.996,0.14,0.00
  345, 1.0, 5.0, 0.9,53907,0.996,0.14,0.00
  346, 3.0, 5.0, 1.2,54134,0.996,0.14,0.00
  347, 0.0, 5.0, 1.0,54254,0.996,0.13,0.00
  348, 0.0, 5.0, 0.9,54359,0.996,0.14,0.00
  349, 0.0, 5.0, 0.8,54476,0.996,0.12,0.00
  350, 0.0, 5.0, 0.8,54574,0.996,0.13,0.00
  351, 2.0, 5.0, 0.9,54786,0.995,0.14,0.00
  352, 1.0, 5.0, 0.9,54920,0.995,0.13,0.00
  353, 1.0, 5.0, 0.9,55064,0.995,0.13,0.00
  354, 0.0, 5.0, 0.8,55181,0.995,0.13,0.00
  355, 2.0, 5.0, 0.9,55370,0.995,0.14,0.00
  356, 2.0, 5.0, 1.0,55544,0.995,0.13,0.00
  357, 2.0, 5.0, 1.1,55709,0.994,0.13,0.00
  358, 2.0, 5.0, 1.2,55923,0.994,0.14,0.00
  359, 1.0, 5.0, 1.2,56057,0.994,0.13,0.00
  360, 1.0, 5.0, 1.2,56208,0.994,0.13,0.00
  361, 2.0, 5.0, 1.3,56394,0.994,0.14,0.00
  362, 2.0, 5.0, 1.3,56569,0.994,0.13,0.00
  363, 1.0, 5.0, 1.3,56733,0.993,0.13,0.00
  364, 3.0, 5.0, 1.5,56992,0.993,0.14,0.00
  365, 1.0, 5.0, 1.4,57144,0.993,0.13,0.00
  366, 2.0, 5.0, 1.5,57320,0.993,0.13,0.00
  367, 2.0, 5.0, 1.5,57532,0.993,0.14,0.00
  368, 2.0, 5.0, 1.6,57704,0.992,0.14,0.00
  369, 0.0, 5.0, 1.4,57802,0.992,0.13,0.00
  370, 2.0, 5.0, 1.5,57975,0.992,0.14,0.00
  371, 0.0, 5.0, 1.3,58095,0.992,0.13,0.00
  372, 2.0, 5.0, 1.4,58275,0.992,0.14,0.00
  373, 0.0, 5.0, 1.3,58382,0.992,0.13,0.00
  374, 0.0, 5.0, 1.1,58500,0.992,0.14,0.00
  375, 2.0, 5.0, 1.2,58692,0.991,0.13,0.00
  376, 0.0, 5.0, 1.1,58802,0.991,0.13,0.00
  377, 2.0, 5.0, 1.2,58989,0.991,0.13,0.00
  378, 2.0, 5.0, 1.3,59169,0.991,0.14,0.00
  379, 2.0, 5.0, 1.3,59333,0.991,0.14,0.00
  380, 2.0, 5.0, 1.4,59510,0.991,0.14,0.00
  381, 0.0, 5.0, 1.3,59610,0.991,0.13,0.00
  382, 2.0, 5.0, 1.3,59778,0.990,0.14,0.00
  383, 1.0, 5.0, 1.3,59935,0.990,0.13,0.00
  384, 0.0, 5.0, 1.2,60042,0.990,0.13,0.00
  385, 2.0, 5.0, 1.3,60219,0.990,0.15,0.00
  386, 0.0, 5.0, 1.1,60331,0.990,0.15,0.00
  387, 1.0, 5.0, 1.1,60479,0.990,0.14,0.00
  388, 1.0, 5.0, 1.1,60614,0.990,0.15,0.00
  389, 0.0, 5.0, 1.0,60719,0.989,0.13,0.00
  390, 0.0, 5.0, 0.9,60838,0.989,0.12,0.00
  391, 4.0, 5.0, 1.2,61074,0.989,0.15,0.00
  392, 0.0, 5.0, 1.1,61185,0.989,0.12,0.00
  393, 2.0, 5.0, 1.2,61364,0.989,0.14,0.00
  394, 1.0, 5.0, 1.2,61505,0.989,0.14,0.00
  395, 0.0, 5.0, 1.0,61610,0.989,0.12,0.00
  396, 0.0, 5.0, 0.9,61705,0.989,0.13,0.00
  397, 1.0, 5.0, 0.9,61855,0.988,0.13,0.00
  398, 1.0, 5.0, 1.0,62015,0.988,0.13,0.00
  399, 2.0, 5.0, 1.1,62216,0.988,0.14,0.00
  400, 1.0, 5.0, 1.1,62375,0.988,0.14,0.00
  401, 0.0, 5.0, 0.9,62483,0.988,0.14,0.00
  402, 0.0, 5.0, 0.9,62592,0.988,0.12,0.00
  403, 3.0, 5.0, 1.1,62827,0.987,0.14,0.00
  404, 1.0, 5.0, 1.1,62967,0.987,0.14,0.00
  405, 0.0, 5.0, 1.0,63074,0.987,0.13,0.00
  406, 0.0, 5.0, 0.9,63175,0.987,0.13,0.00
  407, 2.0, 5.0, 1.0,63351,0.987,0.15,0.00
  408, 1.0, 5.0, 1.0,63494,0.987,0.13,0.00
  409, 1.0, 5.0, 1.0,63636,0.987,0.14,0.00
  410, 2.0, 5.0, 1.1,63831,0.986,0.14,0.00
  411, 2.0, 5.0, 1.2,64006,0.986,0.14,0.00
  412, 1.0, 5.0, 1.2,64147,0.986,0.13,0.00
  413, 0.0, 5.0, 1.0,64248,0.986,0.13,0.00
  414, 1.0, 5.0, 1.0,64400,0.986,0.15,0.00
  415, 2.0, 5.0, 1.1,64576,0.986,0.14,0.00
  416, 1.0, 5.0, 1.1,64717,0.986,0.13,0.00
  417, 0.0, 5.0, 1.0,64826,0.985,0.13,0.00
  418, 0.0, 5.0, 0.9,64940,0.985,0.13,0.00
  419, 4.0, 5.0, 1.2,65201,0.985,0.14,0.00
